$	05109766
pez_volador	02041857
pez_volante	02041857
peziza	09325533
pezizales	09325041
pezonera	02926820
pezophaps	01328925
pezuña	01662053
pezón	04303171 09421139
peña	06117365 06696715 06700541
peñasco	06696715 06700314 06700541
peñascoso	01096477
peñón	06700541
peón	03098128 07228947 07337801 07360164
peón_de_albañil	07322474
peón_de_mano	07322474
peúco	02316246
pfannkuchen	05687143
pfennig	09850484
ph	03934343
phacochoerus	01894216
phaethon	01566621
phalacrocorax	01565514
phalaenopsis	08383615
phalaenoptilus	01353383
phalangium	01289241
phalaris	08436277
phalaropus	01549465
phallales	09334639
phallus	09335194
pharomacrus	01361248
phascogale	01401006
phascolarctos	01398582
phaseolus	08856657
phasianus	01320467
phegopteris	09515594
phellodendron	09013279
philadelphus_coronarius	09089931
philaenus	01761240
phillyrea	08613296
philohela	01543224
philomachus	01541692
philophylla	01702350
phlebodium	09461491
phlebotomus	01708347
phoca	01590885
phocaena	01581897
phoenicophorium	08893779
phoeniculus	01347209
phoenicurus	01083834
phoenix	08893897
pholas	01480084
pholidota	08384296
pholiota	09303070
pholis	02104761
pholistoma	09136135
phoradendron	09039106
photinia	08936235
photoblepharon	00978671
phoxinus	00969377
phragmipedium	08384745
phragmites	08437511
phrynosoma	01202669
phthirius	01689729
phthirus	01689729
phthorimaea	01796782
phyllitis	09468828
phyllium	01735603
phyllocladus	07966764
phyllodoce	08547344
phyllorhynchus	01250103
phylloscopus	01087745
phyllostachys	08454903
phyllostomus	01651190
phylloxera	01758871
physalia	01427180
physalis	09207706
physaria	08201277
physeter	01578625
physostigma	08787824
phytelephas	08894236
phytolacca	08165170
phytophthora	09278981
pi	05119318 09904697
piada	05494176
piadoso	01713215 01714832
piagetiano	02790461
pial	02908600
piamadre	04251276
pianissimo	03899791
pianista	07475337
piano	01398621 03115608 03899791
piano-bar	50004106
piano_bar	50004106
piano_de_cola	02766298
piano_de_manubio	02979481
piano_de_media_cola	02483854
piano_vertical	03563052
pianoforte	03115608
pianola	02979481
piantado	07190725
pianístico	02779438
piar	00713053 01184412
piara	50001187
piastra	09849672 09856306
pica	03122086 03122334
picacho	50000827
picada	10259328
picadero	06150029
picado	00242585 00623957 01734180
picadora	03001255 50000513
picadora_de_carne	02977790 03001255
picadura	10259328 10286146 10550377
picadura_de_abeja	10259514
picadura_de_mosquito	10259678
picadura_de_pulga	10259596
picaflor	01350661
picahielo	02847143
picamaderos	01355454
picante	01830655 01831163 02057430 02058068 02196110 02283871 03900622 07114469
picapedrero	07398165 07514763
picapleitos	07366159
picaporte	02896062 02909019 02909147
picapuerco	50001603
picar	00229305 00229691 00507401 00654568 00798513 00798823 00808509 00809135 00838192 00838574 00857046 00857210 00858865 00987993 00988821 00989353 00991175 01203434 01221816 01225706 01451513 01453033 01480591
picardía	03844143 04353829
picardías	02372277
picaresca	00485559
picaresco	01173747
picarse	00575515 00815977 50000143
picas	03374922
picazón	05568116 10284932
picea	07942027
pichel	03469025
piciforme	01354894
piciformes	01354602
pick-up	50004007
pickeringia	08859384
picnic	05629728
picnidio	07869669
picnogónido	01305211
picnogónidos	01305084
picnosis	10132307
picnótico	02768389
pico	01160209 01278388 02821286 03116564 03116782 03389835 04115406 06349777 10045044 50000830
pico_mediano	50001603
pico_picapinos	50000062
pico_verde	01355920
picogordo	01063423
picor	04417331
picosegundo	10944849
picota	03124259 04338912 50000829
picotada	10259328
picotazo	10259328
picotear	00121492 00797887 00798000 00847678
picoteo	00539805
picrasma	09017905
picris	08310420
pictografía	04795880
pictograma	05124049
pictográfico	02593019
pictórico	01221328 02650222
picudo	00206415 00207099
picumnus	01358649
picus	01355795
picón_Bejes-Tresviso	50000694
pidgin	05168924 50002544
pie	01661550 01935550 02255918 02717023 05259958 05307729 06278461 09814306 50000319
pie_de_foto	05068341
pie_de_fotografía	05068341
piedad	03783654 03785836 05615645
piedra	06669293 06673021 07805321 10534851
piedra_angular	02502491 02502630 03197806
piedra_arenisca	10761818
piedra_caliza	10717267
piedra_clave	02887975
piedra_de_Roseta	04828280
piedra_de_afilar	02772567 02826971
piedra_de_albardilla	02382645
piedra_de_amolar	03611355
piedra_de_chimenea	02810915
piedra_de_mechero	10666463
piedra_de_toque	05418696
piedra_del_riñón	06673344
piedra_imán	02938278 10722387
piedra_preciosa	02875598
piedra_pómez	10537500
piel	01411738 04068217 05774945 10579950 10580693 10584548
piel_de_ante	10583316
piel_de_ardilla	10586595
piel_de_armiño	10585294
piel_de_becerro	10582102
piel_de_cabra	10580486
piel_de_caimán	10581251
piel_de_castor	10585104
piel_de_cerdo	10583945
piel_de_ciervo	10583230
piel_de_conejo	10585780
piel_de_cordero	10585472
piel_de_foca	10586464
piel_de_gallina	10301828
piel_de_leopardo	10585860
piel_de_limón	05775070
piel_de_mapache	10586280
piel_de_marta	03264097 10586370
piel_de_naranja	05775215
piel_de_naranja_amarga	05653664
piel_de_nutria	10586209
piel_de_oso	10585005
piel_de_topo	03010130
piel_de_visón	10585935
piel_de_zorro	10585384
piel_del_bacon	05713960
piel_roja	06967275 06986468
piel_vieja	06672882
pielonefritis	50002791
pienso	05834839 05839186
pieridos	01782981
pieris	01783576 08547968
pierna	04307856 04309478 05700939
piernas	07654252
piernas_arqueadas	10440381
pierrot	06937354
pies	09814505
pies_de_atleta	10161914
pietismo	06257242
pietista	02696228
pieza	02962635 05277178 09642587
pieza_de_colección	02470718
pieza_del_ajedrez	02427508
pieza_musical	05277178
piezoelectricidad	07823881
piezoeléctrico	02745036
pifia	00044168
pifiado	02124204
pifiar	01723558 01750117
pigargo	01137553
pigmentación	03889300
pigmentación_carotinoide	50005165
pigmentación_de_los_vagabundos	50005166
pigmentación_extraña	50005167
pigmentación_extrínseca	50005167
pigmentación_hematógena	50005168
pigmentación_retinal	50005169
pigmentar	00197273
pigmentarse	00197389
pigmento	10756981
pigmento_animal	10577587
pigmeo	07514215
pignorar	00600861
pijama	03079834 50005446
pijo	07643432
pijota	50000489
pila	02410439 03120623 03340964 05969773 05970841 09920124 09922518
pila_Leclanché	02915625
pila_Weston	03607283
pila_bautismal	02248394
pila_de_agua_bendita	03422634
pila_de_cadmio	03607283
pila_de_mercurio	02988281
pila_estándard	03401348
pila_galvánica	03581890
pila_húmeda	03607728
pila_recargable	03421299
pila_seca	02611793
pila_solar	03367653
pilaf	05901163
pilar	02473776 02474057 03120732 04399559 04543711 07476448
pilastra	03120732 03122519
pilea	08697438
pileflebitis	50002256
pilila	04280037
pilla-pilla	00311582
pillado	00701153
pillaje	00620094 00620675
pillar	00491793 00825871 00987154 01257030 01601206 01601331 01607189 01757527
pillo	02046687 07134492 07335090 07537276
pilmama	07427165
pilosella	08310870
pilosidad	03689652
piloso	00211427
pilotado	01418737
pilotaje	00521429
pilotar	01318647 01322778
pilote	03122794
piloto	00818899 07476655 07476871
piloto_automático	02227267
piloto_de_pruebas	07638300
piloto_trasero	03465919
pilsener	05913813
piltrafa	07676058
pilularia	09254563
pilón	50000759
pima-papago	50002463
pimenta	08633987
pimentero	03106586 09197928
pimentero_falso	09063952
pimentón	05855312
pimentón_dulce	05857382
pimienta	05848533
pimienta_blanca	05848865
pimienta_de_cayena	05855312
pimienta_en_grano	05848533
pimienta_negra	05848748
pimiento	05758481 05758654
pimiento_de_bonete	05759189
pimiento_del_piquillo	05759319
pimiento_morrón	05759189 09198748
pimiento_relleno	05905856
pimiento_rojo	50000122
pimiento_verde	05759032
pimpinela	08399514 08937285
pimpinella	09240210
pimplar	00809609
pimpollo	09399875
pimpón	00320040
pin	03125888
pinabete	07938180
pinar	06786022
pinaza	03484588
pincel	03078949
pincha	07218150
pinchable	01710178
pinchadiscos	07218150
pinchado	02445401
pinchar	00507401 00577495 00699564 00838192 00845704 00870386 00908508 01203434 01452925 01498703
pincharse	00815977 50000037
pinchazo	03188416 05452519
pinche	07554623
pincho	50005467
pincho_moruno	05897501
pinckneya	08968923
pinctada	01474203
pindonga	07283089
pineal	01970698 02841729
pineda	06786022 50001293
pineus	01758317
ping-pong	00320040
pingo	07283089
pinguicula	09170620
pinguinus	01557997
pingüino	01567458
pingüino_antártico	01568377
pingüino_de_El_Cabo	01568684
pingüino_real	01568219
pingüécula	04124776
pinicola	50001941
pinna	09440875
pinnado	02089183
pinnatisecto	02089462
pinnatífido	02089323
pinnotheres	01492605
pinnípedo	01587212
pinnípedos	01587012
pino	00276362 07925865 07926500
pino_amarillo	07926977
pino_blanco	07926866
pinta	09789573 09792116
pintable	01653543
pintada	00459926 01326644 02765419 05691645
pintado	01650733 01653116
pintalabios	02931334
pintamonas	07202133
pintar	00029095 00932708 00933240 01156145 01156290 01157992
pintar_al_fresco	01155358
pintar_al_temple	01155454
pintarrajo	02546515
pintarse	00029095
pintaúñas	03028947
pintor	07453414 07453830
pintor_abstracto	07056328
pintor_al_óleo	07442002
pintor_de_brocha_gorda	07328476
pintora_al_óleo	07442002
pintoresco	00217101 00379575 00920505
pintoresquismo	03690647
pintura	00598869 03078466 03079051
pintura_abstracta	02157675
pintura_acrílica	02163996
pintura_al_temple	03483572
pintura_al_óleo	00600133 03054796 03054912
pintura_de_guerra	03590188
pintura_monocroma	03011988
pintura_mural	03024251
pintura_paisajística	02905319
pinturero	07200787 07251733
pinus	07925670
pinza	01664386 02456660 02655193 50000153 50001363
pinza_de_corbata	03503247
pinzas	02655193 03516114
pinzón	01053094
pinzón_real	01053230
pinzón_vulgar	01053094
pináceas	07925354
pináculo	03128369 06351100
piocianasa	03192197
piocianina	03192331
piojillo	01690505
piojo	01689320 01690190
piojo_común	01689204
piojoso	00393207 01568043
piolet	02845891
pionero	07477623 07477849
piorrea	10134354 10212368
piorrea_alveolar	10134354 50004086
piosalpinge	50002943
piotórax	50003527
pipa	03129406
pipa_de_brezo	02335475
pipa_de_calabaza	05806263
pipa_de_cerámica	02447937
pipa_de_girasol	05810678
pipa_de_la_paz	02370031
piper	09436445
piperales	09436008
piperina	10787448
piperáceas	09436197
pipeta	03130738
pipile	01317629
pipilo	01064647
pipiolo	07636583
pipirigallo	08852957
pipistrellus	01656285
piporro	02262010
pipra	01074093
piptadenia	08075061
pipturus	08698294
pipí	09717692 10655576
pique	05370050
piquera	02353621
piqueria	08311773
piqueta	02845891
piquetazo	10259328
piquete	06236649 07475776
piquetear	01719292
piqué	03196618
pira	05971194
pira_funeral	05971194
pirado	07190725 07192053
piragua	02377475
piragüista	07137617
piranga	01119910
pirarse	01420734
pirata	01346711 02841931 07478389 07479395
pirata_informático	07306984
piratear	01557033
piratería	00484294 00501053
piraña	02074473
piretro	08313332 08329372 08329700 08330037
pirexia	10306292
pirheliómetro	50001316
piridoxina	10826634
piriforme	50001970
pirimidina	10765566
pirita	10531480 10531642
pirofobia	10320388
pirofosfato_sódico	10795942
pirolatría	00677077
piroláceas	08560296
piromanía	06663311
piropo	50000378
pirotecnia	00406546 02687258
pirotécnico	02846765
piroxeno	10531922
pirriquio	05308707
pirrocóridos	01748447
pirrofitas	00927156
pirueta	00219840
piruetear	01399895
piruleta	05658038
pirulí	05658038
pirálidos	01791006
pirámide	03192441 10027152
pirámide_de_población	05255160
pirámide_truncada	10029868
pirático	02841827
pirético	01121793
pirómano	07084582 07384803
pirómetro	03192722
pirómetro_de_radiación	03201763
pirómetro_óptico	03061056
piróstato	03193042
pis	09717692 10655576
pisada	04984123 05497366 05506928
pisanosaurus	01221453
pisapapeles	03086993
pisar	00049302 01432910
pisaverde	07200787 07488244
piscardo	00969494
piscatorio	02842044
piscidia	08859778
piscifactoría	06326145
piscina	03455079 50000074
piscis	02005553 06395563
piscolabis	05630599
piso	02199402 02618194 02699889 02700186
pisonia	08151475
pisotear	00049302 01313879 01316559
pista	02203429 02510690 02511316 03199185 04488073 04983714 05094004
pista_de_aterrizaje	02176087 03263282
pista_de_badminton	02235853
pista_de_baile	02544803
pista_de_baloncesto	02260381
pista_de_balonmano	02790150
pista_de_balonvolea	03581446
pista_de_basquet	02260381
pista_de_ceniza	02441970
pista_de_esquí	03347066
pista_de_patinaje	03242176
pista_de_squash	03394209
pista_de_tenis	03485158
pista_de_voleibol	03581446
pista_iluminada	02694868
pista_para_saltos_de_esquí	03345597
pistacho	05810531 09060776
pistacia	09060564
pistacia_vera	09060776
pistilado	00310025
pistilo	07992572
pistilo_compuesto	07992891
pistilo_simple	07992809
pistola	03131514
pistola_de_agua	03597899
pistola_de_aire_comprimido	50000130
pistola_engrasadora	02769286
pistolera	02825203
pistolero	07099872 07284984 07572840
pistoletazo	05086526 50001005
pistón	03131951
pisum	08860318
pisón	03210955
pita	05725600 08778062 08778715 10793172
pitada	05330795
pitagórico	02790712
pitanza	05621238
pitar	01462116 01494904
pitcher	00464213
pithecellobium	08075220
pithecia	01986867
pithecolobium	08075220
pitido	05492841
pitillera	02441071
pitillo	02440722
pito_negro	50000063
pito_real	01355920
pitonisa	07514304 50000599
pitorro	03389835
pituco	07643432
pitufo	07129191
pituitario	02064815 02842208
pituophis	01254175
pitymys	01842136
pityrogramma	09497977
pitón	01264097 03133538 03389835 50000734
pivotar	01398719
pivote	03134267 03457067
piyama	03079834
pizarra	02294665 10537243 10793520
pizarroso	01104455
pizarrín	03349299
pizca	06687090 09909162 09919862 10448670
pizco	00540382
pizza	05901506
pizza_americana	50005491
pizza_cuatro_estaciones	50002074
pizza_cuatro_quesos	50005490
pizza_de_anchoas	05902042
pizza_de_queso	05901958
pizza_de_salchichas	05901762
pizza_hawaiana	50000815
pizza_napolitana	50002073
pizza_pepperoni	05901858
pizza_romana	50005492
pizza_siciliana	05902140
pizzería	03134821 50000840
pizzicato	00898092
pián	10173984
piña	05515315 05789084 07997528 50005478
piña_americana	05789084
piña_de_abeto	07997640
piña_en_almíbar	50005486
piñata	03126788
piñón	03128218 05810323
pión	06677549
placa	02331144 04072548 05150806
placa_bacteriana	04072663
placa_conmemorativa	02331144
placa_de_identificación	05427868 05427981
placa_de_infrarrojos	02812329
placa_de_la_matrícula	02920706
placa_giratoria	03554170
placar	00781668
placebo	03134941
placenta	04276342 07995333
placentación	09718423
placentario	01402712 01759588 02776130
placentero	01729638 01735813
placer	00543267 00693635 01245100 04490585 05568771 06739486
placidez	03840159 05587029
placido	01086534
placodermo	01003920
placodermos	01003751
placuna	01474995
plaga	07470945 10169961 10215316 10369528 10442034
plagado	02339493
plagar	01379834
plagiador	07183572
plagianthus	08490261
plagiar	01557142
plagiario	07479395
plagio	00483656 00484294 05430534
plaguicida	10749669
plan	04494752 04533598 04538868
plan_de_acción	04538868
plan_de_actuación	04536572
plan_de_estudios	05005867
plana	06727012
planada	06727012
planaria	01439230
plancha	00045336 00280782 00414547 02737262 02771691 02867016 03140308
plancha_de_surf	03448363
plancha_de_vapor	03407083
plancha_de_viaje	03534198
plancha_del_pelo	50000506
planchada	02904759
planchado	01305893
planchar	00953839
planchazo	00280782
plancheta	03137465
plancton	00911399
planeado	01725315 01770830
planeador	02757129 03088415
